Wiki ID	Document	People	Places	PER BORN	PLACE BORN	Student ID
19189	Mumbai ( ; also known as Bombay , the official name until 1995 ) is the capital city of the Indian state of Maharashtra . It is the most populous city in India with an estimated city proper population of 12.4 million as of 2011 . Along with the neighbouring regions of the Mumbai Metropolitan Region , it is the second most populous metropolitan area in India , with a population of 21.3 million . Mumbai lies on the Konkan coast on the west coast of India and has a deep natural harbour .	Konkan	Mumbai; India; Mumbai; India; India; Bombay			3034315964
870045	Ayaan Hirsi Ali ( ; ; born Ayaan Hirsi Magan , 13 November 1969 ) is a Somali-born Dutch-American activist , feminist , author , scholar and former politician . She received international attention as a critic of Islam and advocate for the rights and self-determination of Muslim women , actively opposing forced marriage , honor violence , child marriage and female genital mutilation . She has founded an organisation for the defense of women 's rights , the AHA Foundation . Ayaan Hirsi Ali is a Fellow with the Hoover Institution at Stanford University , a Fellow with the Future of Diplomacy Project at the Belfer Center for Science and International Affairs at The Harvard Kennedy School , a visiting scholar at the American Enterprise Institute in Washington , D.C. , and a member of the Council on Foreign Relations .	Ayaan Hirsi Ali; Ayaan Hirsi Ali; Ayaan Hirsi Magan	Washington; D.C.	Ayaan Hirsi Ali	Somali	3034315964
235340	Muhammad Zia-ul-Haq ( 12 August 1924 – 17 August 1988 ) was a Pakistani four-star general who served as the 6th President of Pakistan from 1978 until his death in 1988 , after declaring martial law in 1977 . He remains the country ’ s longest-serving `` de facto '' head of state . Educated at Delhi University , Zia saw action in World War II as a British Indian Army officer in Burma and Malaya , before opting for Pakistan in 1947 and fighting as a tank commander in the Indo-Pakistani War of 1965 . In 1970 , he led a military training mission to Jordan , proving instrumental to defeating the Black September insurgency against King Hussein .	Hussein; Muhammad Zia-ul-Haq; Zia	Pakistan; Burma; Malaya; Jordan; Pakistan	Muhammad Zia-ul-Haq		3034315964
1336596	Archibald Campbell MacLaren ( 1 December 1871 – 17 November 1944 ) was an English cricketer who captained the England cricket team at various times between 1898 and 1909 . A right-handed batsman , he played 35 Test matches for England , as captain in 22 of those games , and led the team to defeat in four Ashes series against Australia . An amateur , MacLaren played first-class cricket for Lancashire , captaining that county for most of his career . As a batsman , MacLaren was one of the leading cricketers of his time and had a reputation as a fast-scoring stylist .	MacLaren; Archibald Campbell MacLaren	Australia; England; England	Archibald Campbell MacLaren	England	3034315964
228564	John Jeremy Thorpe ( 29 April 1929 – 4 December 2014 ) was a British politician who served as Member of Parliament for North Devon from 1959 to 1979 , and as leader of the Liberal Party between 1967 and 1976 . In May 1979 he was tried at the Old Bailey on charges of conspiracy and incitement to murder , arising from an earlier relationship with Norman Scott , a former model . Thorpe was acquitted on all charges , but the case , and the furore surrounding it , ended his political career . Thorpe was the son and grandson of Conservative MPs , but decided to align with the small and ailing Liberal Party .	John Jeremy Thorpe; Norman Scott	Thorpe; Thorpe; North Devon			
19614411	José Luis Rodríguez Zapatero ( ; born 4 August 1960 ) is a Spanish politician and member of the Spanish Socialist Workers ' Party ( PSOE ) . He was the Prime Minister of Spain being elected for two terms , in the 2004 and 2008 general elections . On 2 April 2011 he announced he would not stand for re-election in the 2011 general election and left office on 20 December 2011 . Among the main actions taken by the Zapatero administration were the withdrawal of Spanish troops from the Iraq war , the increase of Spanish troops in Afghanistan ; the idea of an Alliance of Civilizations ; the legalisation of same-sex marriage ; reform of abortion law ; a peace negotiation attempt with ETA ; increase of tobacco restrictions ; and the reform of various autonomous statutes , particularly the Statute of Catalonia .	Zapatero; José Luis	Zapatero; Spain; Afghanistan			
11181	Francis Albert Sinatra ( ; December 12 , 1915 – May 14 , 1998 ) was an American singer , actor , and producer who was one of the most popular and influential musical artists of the 20th century . He is one of the best-selling music artists of all time , having sold more than 150million records worldwide . Born in Hoboken , New Jersey , to Italian Americans , Sinatra began his musical career in the swing era with bandleaders Harry James and Tommy Dorsey . Sinatra found success as a solo artist after he signed with Columbia Records in 1943 , becoming the idol of the `` bobby soxers '' .	Francis Albert Sinatra; Tommy Dorsey; Harry James	New Jersey; Hoboken	Francis Albert Sinatra	Hoboken	3034346566
393593	Paul Kagame ( ; born 23 October 1957 ) is a Rwandan politician and former military leader . He is currently the President of Rwanda , having taken office in 2000 when his predecessor , Pasteur Bizimungu , resigned . Kagame previously commanded the rebel force that ended the 1994 Rwandan genocide . He was considered Rwanda 's `` de facto '' leader when he served as Vice President and Minister of Defence from 1994 to 2000 .	Pasteur Bizimungu; Rwandan; Paul Kagame	Rwanda; Rwanda			3034346566
21816987	Brett Michael Kavanaugh ( ; born February 12 , 1965 ) is an American lawyer and jurist who serves as an Associate Justice of the Supreme Court of the United States . He previously served as a United States Circuit Judge of the United States Court of Appeals for the District of Columbia Circuit and as a staff lawyer for various offices of the U.S. government . Kavanaugh graduated from Yale University `` cum laude '' , with a degree in American history . After graduating from Yale Law School , he began his career as a law clerk and then a postgraduate fellow working under Judge Ken Starr .	Brett Michael Kavanaugh; Ken Starr	the United States; the District of Columbia Circuit; U.S.			3034346566
681691	Edward Hallett `` Ted '' Carr ( 28 June 1892 – 3 November 1982 ) was an English historian , diplomat , journalist and international relations theorist , and an opponent of empiricism within historiography . Carr was best known for his 14-volume history of the Soviet Union , in which he provided an account of Soviet history from 1917 to 1929 , for his writings on international relations , particularly `` The Twenty Years ' Crisis '' , and for his book `` What Is History ? `` , in which he laid out historiographical principles rejecting traditional historical methods and practices . Educated at the Merchant Taylors ' School , London , and at Trinity College , Cambridge , Carr began his career as a diplomat in 1916 ; three years later , he participated at the Paris Peace Conference as a member of the British delegation . Becoming increasingly preoccupied with the study of international relations and of the Soviet Union , he resigned from the Foreign Office in 1936 to begin an academic career .	Carr; Carr; Ted; Edward Hallett	the Soviet Union; London; Cambridge; the Soviet Union			3034346566
26909	Silvio Berlusconi ( ; born 29 September 1936 ) is an Italian media tycoon and politician who has served as Prime Minister of Italy in four governments . Berlusconi is the controlling shareholder of Mediaset and owned the Italian football club A.C. Milan from 1986 to 2017 . He is nicknamed `` Il Cavaliere '' ( The Knight ) for his Order of Merit for Labour , although he voluntarily resigned from this order in March 2014 . In 2018 , `` Forbes '' magazine ranked him as the 190th richest man in the world with a net worth of US $ 8.0 billion .	Merit; Silvio Berlusconi; Berlusconi	US; Italy			3034346566
50444	Zhou Enlai ( ; 5 March 1898 – 8 January 1976 ) was the first Premier of the People 's Republic of China , serving from October 1949 until his death in January 1976 . Zhou served along with Chairman Mao Zedong and was instrumental in the Communist Party 's rise to power , and later in consolidating its control , forming foreign policy , and developing the Chinese economy . A skilled and able diplomat , Zhou served as the Chinese foreign minister from 1949 to 1958 . Advocating peaceful coexistence with the West after the stalemated Korean War , he participated in the 1954 Geneva Conference and the 1955 Bandung Conference , and helped orchestrate Richard Nixon 's 1972 visit to China .	Zhou; Zhou Enlai; Zhou; Richard Nixon; Mao Zedong	the People 's Republic of China; China			
